split,case_id,evaluation_boundary,proposal_boundary,signed_error_frames,absolute_error_frames,status,exact,boundary_label_positive,positive_frame_count,off_boundary_positive_count,tp,fp,fn,frame_count,evaluated_pair_count,brier,detector_seconds
development,egobody_recording_20220218_S02_S23_01_extreme_kinect_15_kinect_13_b03091,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0006086437567030496,23.582679049111903
development,egobody_recording_20220218_S02_S23_01_medium_kinect_13_kinect_11_b03091,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.5596630425815244e-05,17.6231643082574
development,egobody_recording_20220218_S02_S23_01_small_kinect_12_kinect_11_b03091,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,6.575105779495732e-05,17.265926331281662
development,egobody_recording_20220218_S02_S23_02_extreme_kinect_15_kinect_13_b03751,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0008930208438429891,18.156030481681228
development,egobody_recording_20220218_S02_S23_02_medium_kinect_13_kinect_11_b03751,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00010857727539975536,17.709258097223938
development,egobody_recording_20220218_S02_S23_02_small_kinect_12_kinect_11_b03751,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.465395938997273e-05,17.218568024225533
development,egobody_recording_20220225_S26_S27_01_extreme_kinect_14_kinect_15_b03066,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.2654345955701804e-05,19.146373994648457
development,egobody_recording_20220225_S26_S27_01_medium_kinect_12_kinect_15_b03066,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.991080046228365e-05,19.549700066447258
development,egobody_recording_20220225_S26_S27_01_small_kinect_14_kinect_13_b03066,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.75751249572514e-05,17.146115680225194
development,egobody_recording_20220312_S28_S29_01_extreme_kinect_14_kinect_15_b03226,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,9.100743981851768e-05,16.56571572367102
development,egobody_recording_20220312_S28_S29_01_medium_kinect_12_kinect_15_b03226,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.7255430792564116e-05,14.299117809161544
development,egobody_recording_20220312_S28_S29_01_small_kinect_15_kinect_11_b03226,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.124482315358335e-05,14.896358538419008
development,egobody_recording_20220312_S28_S29_02_extreme_kinect_14_kinect_15_b02676,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,8.121246936228848e-05,19.795709004625678
development,egobody_recording_20220312_S28_S29_02_medium_kinect_12_kinect_15_b02676,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.943367667542523e-05,16.094176676124334
development,egobody_recording_20220312_S28_S29_02_small_kinect_11_kinect_15_b02676,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2154506467336194e-05,16.314195782877505
development,egobody_recording_20220312_S28_S29_03_extreme_kinect_15_kinect_14_b01581,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,7.863698783965224e-05,17.3871268350631
development,egobody_recording_20220312_S28_S29_03_medium_kinect_15_kinect_12_b01581,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.574742823831059e-05,16.718399353325367
development,egobody_recording_20220312_S28_S29_03_small_kinect_15_kinect_11_b01581,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2444426481864446e-05,20.147605613805354
development,egobody_recording_20220312_S28_S29_04_extreme_kinect_15_kinect_14_b02691,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,8.333295891460411e-05,16.449129256419837
development,egobody_recording_20220312_S28_S29_04_medium_kinect_15_kinect_12_b02691,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.4713520875985903e-05,18.022822814062238
development,egobody_recording_20220312_S28_S29_04_small_kinect_15_kinect_11_b02691,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2208850484651358e-05,16.76508995704353
development,egobody_recording_20220312_S28_S29_05_extreme_kinect_14_kinect_15_b03681,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,6.995695764092364e-05,16.728032750077546
development,egobody_recording_20220312_S28_S29_05_medium_kinect_15_kinect_12_b03681,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.573195856356234e-05,22.040081121958792
development,egobody_recording_20220312_S28_S29_05_small_kinect_15_kinect_11_b03681,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.4180960829496074e-05,17.034095283597708
development,egobody_recording_20220312_S28_S29_06_extreme_kinect_15_kinect_14_b03326,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,6.412427458298623e-05,17.28608997259289
development,egobody_recording_20220312_S28_S29_06_medium_kinect_12_kinect_15_b03326,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.664396753874897e-05,16.082488850690424
development,egobody_recording_20220312_S28_S29_06_small_kinect_11_kinect_15_b03326,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2742769588180282e-05,17.87879776954651
development,egobody_recording_20220315_S30_S21_01_extreme_kinect_11_kinect_14_b02671,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,8.235937064298995e-05,18.299816615879536
development,egobody_recording_20220315_S30_S21_01_medium_kinect_13_kinect_11_b02671,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,8.771187378731961e-05,17.354924940504134
development,egobody_recording_20220315_S30_S21_01_small_kinect_11_kinect_12_b02671,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.4772114255147164e-05,17.81241006590426
development,egobody_recording_20220315_S30_S21_02_extreme_kinect_11_kinect_14_b02581,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00011306929399289069,17.81441730260849
development,egobody_recording_20220315_S30_S21_02_medium_kinect_13_kinect_11_b02581,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.567605949732782e-05,19.358179609291255
development,egobody_recording_20220315_S30_S21_02_small_kinect_11_kinect_12_b02581,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.636355028894774e-05,17.328223092481494
development,egobody_recording_20220415_S36_S35_01_extreme_kinect_14_kinect_13_b02676,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,7.069115263672576e-05,17.82852049637586
development,egobody_recording_20220415_S36_S35_01_medium_kinect_15_kinect_13_b02676,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.292157528561745e-05,17.602148570120335
development,egobody_recording_20220415_S36_S35_01_small_kinect_11_kinect_12_b02676,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.121450537363345e-05,17.148559547960758
development,egobody_recording_20220415_S36_S35_02_extreme_kinect_14_kinect_13_b02901,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,7.193827186879572e-05,18.71455126348883
development,egobody_recording_20220415_S36_S35_02_medium_kinect_13_kinect_15_b02901,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.9515377736642524e-05,19.643346372060478
development,egobody_recording_20220415_S36_S35_02_small_kinect_12_kinect_11_b02901,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1962519983310706e-05,17.544428300112486
holdout,egobody_recording_20210921_S11_S10_01_extreme_kinect_11_kinect_13_b01526,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1483353667659897e-05,15.857954271137714
holdout,egobody_recording_20210921_S11_S10_01_medium_kinect_12_kinect_11_b01526,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1062672684414518e-05,15.42460730113089
holdout,egobody_recording_20210921_S11_S10_01_small_kinect_13_kinect_12_b01526,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2158676106791986e-05,16.20570193603635
holdout,egobody_recording_20210921_S11_S10_02_extreme_kinect_11_kinect_13_b02981,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.3811735613978073e-05,15.426670032553375
holdout,egobody_recording_20210921_S11_S10_02_medium_kinect_12_kinect_11_b02981,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1912755547864463e-05,15.871632602065802
holdout,egobody_recording_20210921_S11_S10_02_small_kinect_12_kinect_13_b02981,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.445717156154412e-05,16.897207990288734
holdout,egobody_recording_20210923_S03_S14_01_extreme_kinect_13_kinect_11_b02231,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0003233409085085504,17.723299093544483
holdout,egobody_recording_20210923_S03_S14_01_medium_kinect_11_kinect_12_b02231,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0003935629795069184,17.284706911072135
holdout,egobody_recording_20210923_S03_S14_01_small_kinect_12_kinect_13_b02231,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00031864756489301645,17.74851938150823
holdout,egobody_recording_20211002_S03_S18_01_extreme_kinect_13_kinect_11_b02871,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,8.113022192529482e-05,17.92883760947734
holdout,egobody_recording_20211002_S03_S18_01_medium_kinect_12_kinect_13_b02871,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,6.119483998080342e-05,18.540275829844177
holdout,egobody_recording_20211002_S03_S18_01_small_kinect_12_kinect_11_b02871,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.501187242094991e-05,17.726548838429153
holdout,egobody_recording_20211002_S03_S18_02_extreme_kinect_11_kinect_13_b04461,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,8.129467505558692e-05,17.838897528126836
holdout,egobody_recording_20211002_S03_S18_02_medium_kinect_13_kinect_12_b04461,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.581275753122864e-05,17.604012723080814
holdout,egobody_recording_20211002_S03_S18_02_small_kinect_12_kinect_11_b04461,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.4712760464646996e-05,18.2199754556641
holdout,egobody_recording_20211002_S03_S18_03_extreme_kinect_11_kinect_13_b02681,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0002331313503720945,20.855950408615172
holdout,egobody_recording_20211002_S03_S18_03_medium_kinect_12_kinect_13_b02681,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0002889701113296334,17.144906845875084
holdout,egobody_recording_20211002_S03_S18_03_small_kinect_11_kinect_12_b02681,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.687117068973575e-05,18.21157148387283
holdout,egobody_recording_20211002_S03_S18_04_extreme_kinect_11_kinect_13_b04526,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0002470281548868897,17.85335503425449
holdout,egobody_recording_20211002_S03_S18_04_medium_kinect_12_kinect_13_b04526,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00021835717537891037,18.38628041371703
holdout,egobody_recording_20211002_S03_S18_04_small_kinect_11_kinect_12_b04526,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.299430383462085e-05,22.89965765643865
holdout,egobody_recording_20220215_S21_S22_02_extreme_kinect_15_kinect_14_b03131,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00013491428532079656,19.754877080209553
holdout,egobody_recording_20220215_S21_S22_02_medium_kinect_14_kinect_12_b03131,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.0860551180418065e-05,18.00025155581534
holdout,egobody_recording_20220215_S21_S22_02_small_kinect_12_kinect_11_b03131,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.822036465645982e-05,19.326213627122343
holdout,egobody_recording_20220218_S23_S02_01_extreme_kinect_13_kinect_15_b02751,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00013725667960644202,16.911014013923705
holdout,egobody_recording_20220218_S23_S02_01_medium_kinect_13_kinect_11_b02751,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.823608595683677e-05,25.93342364579439
holdout,egobody_recording_20220218_S23_S02_01_small_kinect_12_kinect_11_b02751,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.7229884555449368e-05,28.909794819541276
holdout,egobody_recording_20220218_S23_S02_02_extreme_kinect_13_kinect_15_b02501,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0009585437034324131,19.1504878224805
holdout,egobody_recording_20220218_S23_S02_02_medium_kinect_11_kinect_13_b02501,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,8.73661500916223e-05,22.72906616795808
holdout,egobody_recording_20220218_S23_S02_02_small_kinect_11_kinect_12_b02501,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00015317995273606862,21.507074493914843
holdout,egobody_recording_20220315_S21_S30_01_extreme_kinect_14_kinect_11_b03631,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00010018207941282631,17.933267147280276
holdout,egobody_recording_20220315_S21_S30_01_medium_kinect_13_kinect_11_b03631,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.8084639144164352e-05,26.10620237607509
holdout,egobody_recording_20220315_S21_S30_01_small_kinect_12_kinect_11_b03631,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.230959530791739e-05,18.356100963428617
holdout,egobody_recording_20220315_S21_S30_02_extreme_kinect_11_kinect_14_b02196,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,9.681839605287205e-05,25.949945277534425
holdout,egobody_recording_20220315_S21_S30_02_medium_kinect_13_kinect_11_b02196,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.219440811553238e-05,22.963641814887524
holdout,egobody_recording_20220315_S21_S30_02_small_kinect_12_kinect_11_b02196,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.7397519138927774e-05,20.757922855205834
holdout,egobody_recording_20220315_S21_S30_03_extreme_kinect_11_kinect_14_b03631,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00010145697448774295,29.923908416181803
holdout,egobody_recording_20220315_S21_S30_03_medium_kinect_13_kinect_11_b03631,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.6785458535782235e-05,24.656804924830794
holdout,egobody_recording_20220315_S21_S30_03_small_kinect_12_kinect_11_b03631,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.319659436818788e-05,20.431284623220563
holdout,egobody_recording_20220315_S21_S30_04_extreme_kinect_14_kinect_11_b04401,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00010169660134647199,20.994326219893992
holdout,egobody_recording_20220315_S21_S30_04_medium_kinect_11_kinect_13_b04401,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.292754326441041e-05,20.17326055560261
holdout,egobody_recording_20220315_S21_S30_04_small_kinect_12_kinect_11_b04401,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.2125605487977324e-05,18.311048139818013
holdout,egobody_recording_20220315_S21_S30_05_extreme_kinect_11_kinect_14_b02151,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00011077299960253485,25.29796970821917
holdout,egobody_recording_20220315_S21_S30_05_medium_kinect_13_kinect_11_b02151,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.7799737560167204e-05,20.13143688160926
holdout,egobody_recording_20220315_S21_S30_05_small_kinect_11_kinect_12_b02151,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.022354061715227e-05,23.576380290091038
holdout,egobody_recording_20220315_S21_S30_06_extreme_kinect_11_kinect_14_b03586,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,7.383138802216662e-05,22.402543179690838
holdout,egobody_recording_20220315_S21_S30_06_medium_kinect_11_kinect_13_b03586,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.7226230469708976e-05,19.338738373480737
holdout,egobody_recording_20220315_S21_S30_06_small_kinect_11_kinect_12_b03586,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.5100934353808515e-05,24.3737336313352
test,egobody_recording_20210907_S03_S04_01_extreme_kinect_13_kinect_11_b01801,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.4844323435207125e-05,15.850770493969321
test,egobody_recording_20210907_S03_S04_01_medium_kinect_12_kinect_13_b01801,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.338458785757757e-05,15.599599961191416
test,egobody_recording_20210907_S03_S04_01_small_kinect_11_kinect_12_b01801,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.594034840163133e-05,15.993372408673167
test,egobody_recording_20210911_S03_S08_01_extreme_kinect_13_kinect_11_b02141,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,7.554006336235391e-05,15.778277343139052
test,egobody_recording_20210911_S03_S08_01_medium_kinect_11_kinect_12_b02141,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.405440771195669e-05,16.111557786352932
test,egobody_recording_20210911_S03_S08_01_small_kinect_13_kinect_12_b02141,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00010592089466468865,20.538350126706064
test,egobody_recording_20210911_S03_S08_02_extreme_kinect_11_kinect_13_b03471,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,7.320759029847149e-05,18.104584806598723
test,egobody_recording_20210911_S03_S08_02_medium_kinect_12_kinect_11_b03471,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.253724308919146e-05,19.592965753749013
test,egobody_recording_20210911_S03_S08_02_small_kinect_13_kinect_12_b03471,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,7.928785049461243e-05,19.545491751283407
test,egobody_recording_20210921_S05_S12_01_extreme_kinect_11_kinect_13_b02281,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.183748308463897e-05,17.604246811009943
test,egobody_recording_20210921_S05_S12_01_medium_kinect_12_kinect_11_b02281,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1276847087198913e-05,25.17183897085488
test,egobody_recording_20210921_S05_S12_01_small_kinect_13_kinect_12_b02281,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.276021654041485e-05,25.556268729269505
test,egobody_recording_20210921_S05_S12_02_extreme_kinect_13_kinect_11_b01916,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1647563938218048e-05,14.127067900262773
test,egobody_recording_20210921_S05_S12_02_medium_kinect_12_kinect_11_b01916,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2286331455715833e-05,16.487063240259886
test,egobody_recording_20210921_S05_S12_02_small_kinect_13_kinect_12_b01916,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2366703610283144e-05,17.582429879345
test,egobody_recording_20210921_S05_S12_03_extreme_kinect_11_kinect_13_b03356,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1399147328139898e-05,21.945564955472946
test,egobody_recording_20210921_S05_S12_03_medium_kinect_11_kinect_12_b03356,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.194385821416383e-05,22.884203627705574
test,egobody_recording_20210921_S05_S12_03_small_kinect_12_kinect_13_b03356,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1672745030440666e-05,21.3224320076406
test,egobody_recording_20210929_S05_S16_01_extreme_kinect_11_kinect_13_b02576,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.3864593377842447e-05,19.135649174451828
test,egobody_recording_20210929_S05_S16_01_medium_kinect_11_kinect_12_b02576,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1272160123332642e-05,18.90550557617098
test,egobody_recording_20210929_S05_S16_01_small_kinect_12_kinect_13_b02576,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1364769281208987e-05,15.98588689044118
test,egobody_recording_20210929_S05_S16_02_extreme_kinect_13_kinect_11_b02316,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.211005104269154e-05,22.355192120186985
test,egobody_recording_20210929_S05_S16_02_medium_kinect_11_kinect_12_b02316,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.0915935128889717e-05,35.87578815501183
test,egobody_recording_20210929_S05_S16_02_small_kinect_12_kinect_13_b02316,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1337577269189226e-05,15.843219227157533
test,egobody_recording_20210929_S05_S16_03_extreme_kinect_11_kinect_13_b01076,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.4011819753082392e-05,15.591715533286333
test,egobody_recording_20210929_S05_S16_03_medium_kinect_11_kinect_12_b01076,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1014143150846587e-05,19.225144534371793
test,egobody_recording_20210929_S05_S16_03_small_kinect_13_kinect_12_b01076,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1268904748276624e-05,19.32262175809592
test,egobody_recording_20210929_S05_S16_04_extreme_kinect_13_kinect_11_b02616,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2430175619853082e-05,28.994654869660735
test,egobody_recording_20210929_S05_S16_04_medium_kinect_12_kinect_11_b02616,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1069341708820603e-05,17.54625822789967
test,egobody_recording_20210929_S05_S16_04_small_kinect_12_kinect_13_b02616,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.1489038818164853e-05,18.63286768551916
test,egobody_recording_20211002_S17_S15_01_extreme_kinect_11_kinect_13_b02701,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0005382680311173228,17.355852015316486
test,egobody_recording_20211002_S17_S15_01_medium_kinect_12_kinect_13_b02701,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0004352575049600142,19.443731741048396
test,egobody_recording_20211002_S17_S15_01_small_kinect_12_kinect_11_b02701,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00012042538910980435,27.46190649922937
test,egobody_recording_20211002_S17_S15_02_extreme_kinect_13_kinect_11_b01321,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0006129929607959889,19.79607452172786
test,egobody_recording_20211002_S17_S15_02_medium_kinect_13_kinect_12_b01321,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.00041183043863484076,19.97180938255042
test,egobody_recording_20211002_S17_S15_02_small_kinect_12_kinect_11_b01321,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.776065649598112e-05,16.56573912873864
test,egobody_recording_20211002_S17_S15_03_extreme_kinect_13_kinect_11_b02531,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0008037057194727404,20.337725325487554
test,egobody_recording_20211002_S17_S15_03_medium_kinect_13_kinect_12_b02531,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,0.0005422738825771841,29.252956608310342
test,egobody_recording_20211002_S17_S15_03_small_kinect_11_kinect_12_b02531,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.698363889035784e-05,22.56192417535931
test,egobody_recording_20211004_S12_S20_01_extreme_kinect_11_kinect_13_b02556,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,6.480087572870243e-05,26.22933657001704
test,egobody_recording_20211004_S12_S20_01_medium_kinect_13_kinect_12_b02556,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.3563024069861828e-05,18.541621667332947
test,egobody_recording_20211004_S12_S20_01_small_kinect_11_kinect_12_b02556,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.5203379406755605e-05,22.149729534052312
test,egobody_recording_20211004_S12_S20_02_extreme_kinect_13_kinect_11_b01776,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.923329046603995e-05,28.08068908844143
test,egobody_recording_20211004_S12_S20_02_medium_kinect_13_kinect_12_b01776,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2872893358023225e-05,19.316091152839363
test,egobody_recording_20211004_S12_S20_02_small_kinect_12_kinect_11_b01776,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.8818062824501485e-05,23.48550565354526
test,egobody_recording_20211004_S12_S20_03_extreme_kinect_11_kinect_13_b01986,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.856406049377156e-05,25.084810997359455
test,egobody_recording_20211004_S12_S20_03_medium_kinect_13_kinect_12_b01986,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.291166394995374e-05,19.769878734834492
test,egobody_recording_20211004_S12_S20_03_small_kinect_11_kinect_12_b01986,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.637490118113696e-05,15.94393851608038
test,egobody_recording_20211004_S12_S20_04_extreme_kinect_13_kinect_11_b03381,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.749350185434385e-05,29.331066249869764
test,egobody_recording_20211004_S12_S20_04_medium_kinect_13_kinect_12_b03381,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.2387533966070742e-05,21.10748340189457
test,egobody_recording_20211004_S12_S20_04_small_kinect_11_kinect_12_b03381,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.6819426015130713e-05,22.532717150636017
test,egobody_recording_20211004_S20_S12_01_extreme_kinect_13_kinect_11_b02766,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.737503921551905e-05,14.698901317082345
test,egobody_recording_20211004_S20_S12_01_medium_kinect_12_kinect_13_b02766,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.221998735066947e-05,19.124724655412138
test,egobody_recording_20211004_S20_S12_01_small_kinect_12_kinect_11_b02766,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.9186271936866432e-05,19.117135100066662
test,egobody_recording_20211004_S20_S12_02_extreme_kinect_13_kinect_11_b01446,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,5.809200180221461e-05,18.49151362106204
test,egobody_recording_20211004_S20_S12_02_medium_kinect_12_kinect_13_b01446,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.298070642195059e-05,18.786277909763157
test,egobody_recording_20211004_S20_S12_02_small_kinect_12_kinect_11_b01446,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.782348509451788e-05,23.799770172685385
test,egobody_recording_20211004_S20_S12_03_extreme_kinect_11_kinect_13_b01396,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.0273702298815958e-05,21.89194967597723
test,egobody_recording_20211004_S20_S12_03_medium_kinect_13_kinect_12_b01396,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.4409977187762212e-05,23.097443275153637
test,egobody_recording_20211004_S20_S12_03_small_kinect_12_kinect_11_b01396,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.590554075545963e-05,26.140180561691523
test,egobody_recording_20211004_S20_S12_04_extreme_kinect_13_kinect_11_b03056,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,7.465154758869662e-05,26.327580736018717
test,egobody_recording_20211004_S20_S12_04_medium_kinect_12_kinect_13_b03056,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.525798940663328e-05,23.50496914703399
test,egobody_recording_20211004_S20_S12_04_small_kinect_12_kinect_11_b03056,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.6387669559052455e-05,29.346656502224505
test,egobody_recording_20220225_S24_S25_01_extreme_kinect_14_kinect_15_b02966,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,4.47835068637534e-05,26.523484303615987
test,egobody_recording_20220225_S24_S25_01_medium_kinect_15_kinect_12_b02966,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.496720405543929e-05,22.986527227796614
test,egobody_recording_20220225_S24_S25_01_small_kinect_13_kinect_14_b02966,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.538831543358729e-05,20.14574007038027
test,egobody_recording_20220225_S24_S25_02_extreme_kinect_14_kinect_15_b03501,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.451850049695833e-05,22.93574391119182
test,egobody_recording_20220225_S24_S25_02_medium_kinect_12_kinect_15_b03501,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,3.6661935099385735e-05,22.622592042200267
test,egobody_recording_20220225_S24_S25_02_small_kinect_13_kinect_14_b03501,75,75,0,0,exact,True,True,1,0,1,0,0,150,149,2.7801056288499344e-05,23.043522173538804
